Date,Open,High,Low,Close,Adj Close,Volume
2020-11-02,145.750000,149.589996,143.380005,148.600006,148.600006,13854600
2020-11-03,151.830002,154.820007,150.639999,153.649994,153.649994,12249800
2020-11-04,153.169998,155.399994,151.169998,151.630005,151.630005,11344700
2020-11-05,152.479996,157.630005,152.100006,157.089996,157.089996,12328300
2020-11-06,156.330002,158.470001,154.520004,157.740005,157.740005,8995600
2020-11-09,179.000000,184.460007,172.160004,179.360001,179.360001,49014400
2020-11-10,182.800003,193.949997,180.380005,188.690002,188.690002,46404300
2020-11-11,189.889999,190.000000,180.410004,182.149994,182.149994,29907800
2020-11-12,178.949997,184.589996,176.250000,176.720001,176.720001,20288400
2020-11-13,179.000000,187.270004,178.710007,187.110001,187.110001,19724500
2020-11-16,194.559998,202.940002,191.350006,202.399994,202.399994,40562800
2020-11-17,200.250000,211.199997,196.050003,210.050003,210.050003,38299300
2020-11-18,223.020004,223.020004,203.000000,203.300003,203.300003,65990700
2020-11-19,200.449997,209.440002,199.899994,205.669998,205.669998,34236100
2020-11-20,204.589996,206.580002,199.169998,199.619995,199.619995,18230900
2020-11-23,203.240005,214.210007,201.869995,211.529999,211.529999,28372400
2020-11-24,219.429993,222.949997,215.759995,218.490005,218.490005,31132000
2020-11-25,217.710007,221.000000,213.089996,217.610001,217.610001,19254100
2020-11-27,218.250000,219.929993,216.039993,216.500000,216.500000,9970200
2020-11-30,215.699997,217.779999,208.520004,210.710007,210.710007,16501900
2020-12-01,214.309998,218.089996,213.000000,213.009995,213.009995,15754200
2020-12-02,213.009995,224.990005,210.300003,223.850006,223.850006,25912300
2020-12-03,228.300003,242.000000,226.529999,237.199997,237.199997,45945100
2020-12-04,236.360001,238.179993,230.250000,232.710007,232.710007,29378400
2020-12-07,238.500000,244.080002,237.110001,238.169998,238.169998,33246700
2020-12-08,238.699997,241.699997,234.460007,236.570007,236.570007,19682000
2020-12-09,238.639999,240.839996,228.279999,232.059998,232.059998,19043600
2020-12-10,228.100006,237.009995,228.020004,234.429993,234.429993,16185000
2020-12-11,232.820007,236.220001,228.330002,230.330002,230.330002,17311800
2020-12-14,235.000000,237.630005,228.369995,228.619995,228.619995,19231200
2020-12-15,230.000000,232.500000,224.360001,229.500000,229.500000,18993700
2020-12-16,229.330002,232.369995,225.300003,225.869995,225.869995,17858400
2020-12-17,227.240005,228.490005,220.529999,221.240005,221.240005,17465600
2020-12-18,222.050003,223.460007,218.610001,219.750000,219.750000,19092800
2020-12-21,212.339996,219.429993,211.100006,219.309998,219.309998,18726500
2020-12-22,223.279999,223.889999,217.699997,218.779999,218.779999,13280000
2020-12-23,219.550003,224.399994,219.320007,219.690002,219.690002,10869000
2020-12-24,219.619995,219.880005,216.050003,217.149994,217.149994,6398500
2020-12-28,218.190002,219.199997,215.160004,216.089996,216.089996,9090600
2020-12-29,218.300003,221.679993,215.399994,216.250000,216.250000,14593800
2020-12-30,216.360001,218.550003,214.369995,216.669998,216.669998,10812600
2020-12-31,216.240005,216.899994,212.699997,214.059998,214.059998,10487600
2021-01-04,210.000000,210.199997,202.490005,202.720001,202.720001,21225600
2021-01-05,204.740005,213.350006,204.600006,211.630005,211.630005,19338300
2021-01-06,210.220001,215.610001,209.339996,211.029999,211.029999,16202200
2021-01-07,213.389999,216.600006,211.779999,212.710007,212.710007,14474100
2021-01-08,213.610001,214.100006,208.160004,209.899994,209.899994,14144000
2021-01-11,203.029999,207.779999,201.009995,206.789993,206.789993,16770300
2021-01-12,206.649994,209.059998,204.809998,208.410004,208.410004,12836200
2021-01-13,207.149994,208.789993,204.850006,207.210007,207.210007,8570500
2021-01-14,208.789993,214.190002,208.210007,209.910004,209.910004,12446800
2021-01-15,208.960007,209.250000,204.199997,204.320007,204.320007,11103300
2021-01-19,206.990005,211.520004,206.520004,210.710007,210.710007,11947200
2021-01-20,213.240005,215.589996,211.210007,211.449997,211.449997,9727000
2021-01-21,211.720001,211.929993,206.339996,207.410004,207.410004,11091300
2021-01-22,205.550003,206.699997,204.270004,205.839996,205.839996,7514600
2021-01-25,203.270004,203.800003,199.300003,203.360001,203.360001,14276200
2021-01-26,205.339996,208.350006,201.789993,202.059998,202.059998,11011800
2021-01-27,196.899994,199.470001,191.850006,194.029999,194.029999,20948500
2021-01-28,198.050003,200.419998,196.000000,197.229996,197.229996,10403200
2021-01-29,198.300003,201.570007,193.119995,194.190002,194.190002,13683700
2021-02-01,196.000000,197.380005,192.860001,195.839996,195.839996,9061900
2021-02-02,198.979996,203.029999,198.089996,200.940002,200.940002,11130600
2021-02-03,202.000000,208.160004,201.259995,207.389999,207.389999,11836900
2021-02-04,209.869995,212.479996,208.020004,210.639999,210.639999,11869900
2021-02-05,212.250000,213.199997,206.660004,207.929993,207.929993,9546100
2021-02-08,209.550003,211.990005,208.300003,211.949997,211.949997,11182100
2021-02-09,210.600006,216.729996,208.899994,215.119995,215.119995,13615700
2021-02-10,215.649994,217.490005,211.119995,211.919998,211.919998,11510700
2021-02-11,212.240005,213.990005,208.570007,210.660004,210.660004,7140200
2021-02-12,210.360001,213.160004,209.669998,210.979996,210.979996,6010800
2021-02-16,213.080002,217.399994,212.330002,217.179993,217.179993,10171100
2021-02-17,215.520004,218.710007,212.679993,215.520004,215.520004,9276000
2021-02-18,213.449997,214.339996,208.080002,208.479996,208.479996,9121300
2021-02-19,209.970001,217.639999,209.149994,217.470001,217.470001,12415300
2021-02-22,211.889999,220.389999,210.800003,212.880005,212.880005,21413700
2021-02-23,214.149994,214.750000,206.600006,212.119995,212.119995,15996700
2021-02-24,212.100006,229.610001,211.600006,229.339996,229.339996,30709300
2021-02-25,227.800003,228.500000,214.710007,216.449997,216.449997,19283000
2021-02-26,218.509995,220.660004,211.289993,212.009995,212.009995,12838400
2021-03-01,219.600006,226.979996,219.020004,224.389999,224.389999,18735400
2021-03-02,224.789993,227.190002,222.149994,223.139999,223.139999,11114400
2021-03-03,226.360001,235.399994,225.039993,228.559998,228.559998,30426000
2021-03-04,232.729996,237.100006,218.699997,224.710007,224.710007,26645100
2021-03-05,229.009995,229.919998,213.800003,223.220001,223.220001,20026600
2021-03-08,226.669998,229.889999,223.710007,224.029999,224.029999,13836800
2021-03-09,226.809998,234.059998,222.580002,230.610001,230.610001,21001200
2021-03-10,233.809998,246.800003,232.880005,245.339996,245.339996,27753400
2021-03-11,248.770004,256.649994,246.550003,252.000000,252.000000,30139200
2021-03-12,253.860001,269.720001,253.500000,269.190002,269.190002,35264300
2021-03-15,274.149994,278.570007,264.329987,265.630005,265.630005,34816700
2021-03-16,263.230011,264.170013,254.020004,255.210007,255.210007,28785800
2021-03-17,254.699997,263.609985,253.679993,263.589996,263.589996,23785500
2021-03-18,261.320007,267.369995,254.729996,256.059998,256.059998,24595500
2021-03-19,257.750000,258.880005,251.309998,255.820007,255.820007,17330800
2021-03-22,255.820007,257.670013,250.160004,251.229996,251.229996,15230000
2021-03-23,249.259995,251.300003,239.429993,241.250000,241.250000,21358200
2021-03-24,243.750000,248.800003,239.059998,239.240005,239.240005,24055100
2021-03-25,234.339996,247.580002,231.699997,247.190002,247.190002,27553600
2021-03-26,249.619995,250.899994,240.300003,244.869995,244.869995,17157100
2021-03-29,251.300003,254.710007,248.029999,250.520004,250.520004,22198800
2021-03-30,251.240005,253.500000,248.910004,252.009995,252.009995,12577300
2021-03-31,254.699997,257.880005,253.360001,254.720001,254.720001,14138500
2021-04-01,256.670013,257.880005,251.309998,252.960007,252.960007,10934500
2021-04-05,256.559998,260.480011,256.250000,259.359985,259.359985,13750300
2021-04-06,257.209991,259.350006,254.660004,255.169998,255.169998,11180300
2021-04-07,255.309998,255.899994,250.830002,252.580002,252.580002,9925700
2021-04-08,251.699997,254.949997,249.309998,254.949997,254.949997,9899900
2021-04-09,250.509995,252.839996,249.440002,252.360001,252.360001,12255900
2021-04-12,250.570007,251.550003,246.289993,249.520004,249.520004,10383600
2021-04-13,248.330002,254.490005,246.100006,253.270004,253.270004,15901400
2021-04-14,255.320007,258.369995,251.279999,252.429993,252.429993,12661800
2021-04-15,253.559998,254.119995,249.429993,251.110001,251.110001,9479000
2021-04-16,252.000000,253.050003,246.229996,248.179993,248.179993,14606000
2021-04-19,247.000000,247.000000,242.220001,244.149994,244.149994,9249300
2021-04-20,241.029999,241.089996,232.339996,234.059998,234.059998,19483600
2021-04-21,232.220001,236.759995,230.220001,235.919998,235.919998,12847000
2021-04-22,235.960007,239.649994,233.380005,234.330002,234.330002,13854400
2021-04-23,233.889999,238.580002,233.110001,238.380005,238.380005,11533100
2021-04-26,240.240005,244.649994,240.100006,241.440002,241.440002,10599600
2021-04-27,241.880005,243.490005,239.410004,242.470001,242.470001,10583300
2021-04-28,239.000000,239.649994,232.850006,235.460007,235.460007,19054100
2021-04-29,237.000000,237.679993,231.800003,235.940002,235.940002,12296100
2021-04-30,233.679993,236.770004,232.699997,234.309998,234.309998,10380400
2021-05-03,234.110001,237.100006,233.809998,235.190002,235.190002,9887800
2021-05-04,235.750000,236.649994,225.649994,233.630005,233.630005,17807200
2021-05-05,232.449997,233.490005,227.559998,228.179993,228.179993,14913500
2021-05-06,229.300003,231.169998,226.550003,229.809998,229.809998,11857100
2021-05-07,229.800003,235.910004,227.990005,235.470001,235.470001,12823000
2021-05-10,236.839996,241.100006,232.500000,232.929993,232.929993,14813900
2021-05-11,226.559998,230.130005,223.850006,228.880005,228.880005,16273200
2021-05-12,227.250000,229.740005,220.630005,220.779999,220.779999,14931200
2021-05-13,223.000000,229.270004,219.070007,222.639999,222.639999,16503400
2021-05-14,225.990005,228.809998,224.350006,228.470001,228.470001,10162400
2021-05-17,226.240005,228.259995,223.580002,227.979996,227.979996,9559300
2021-05-18,227.250000,232.270004,226.429993,227.550003,227.550003,10081100
2021-05-19,223.179993,225.119995,220.279999,224.419998,224.419998,13162700
2021-05-20,225.130005,228.440002,223.770004,227.649994,227.649994,9218900
2021-05-21,232.899994,236.300003,231.389999,234.820007,234.820007,16579000
2021-05-24,235.139999,238.500000,232.600006,237.440002,237.440002,10106000
2021-05-25,240.000000,243.779999,239.229996,240.740005,240.740005,12908000
2021-05-26,241.699997,242.490005,239.869995,241.369995,241.369995,7240200
2021-05-27,248.110001,252.600006,247.190002,250.699997,250.699997,18404400
2021-05-28,247.479996,248.979996,245.369995,247.020004,247.020004,11197400
2021-06-01,253.000000,255.639999,251.520004,254.729996,254.729996,13562800
2021-06-02,255.600006,258.399994,254.619995,255.619995,255.619995,10820400
2021-06-03,252.979996,254.800003,249.690002,250.320007,250.320007,10402000
2021-06-04,251.509995,251.800003,248.490005,249.919998,249.919998,8799000
2021-06-07,251.500000,253.199997,248.809998,252.660004,252.660004,10606000
2021-06-08,256.260010,256.309998,250.000000,252.759995,252.759995,15113900
2021-06-09,251.199997,253.169998,247.910004,248.059998,248.059998,10693200
2021-06-10,251.720001,255.139999,248.100006,248.339996,248.339996,14519200
2021-06-11,250.350006,251.119995,245.779999,247.279999,247.279999,9934200
2021-06-14,246.440002,249.199997,244.399994,245.139999,245.139999,9344400
2021-06-15,245.360001,248.509995,244.940002,246.539993,246.539993,10630900
2021-06-16,245.250000,246.059998,241.550003,242.270004,242.270004,10529200
2021-06-17,241.960007,243.500000,237.330002,239.220001,239.220001,10774400
2021-06-18,237.789993,239.309998,235.800003,237.350006,237.350006,11965000
2021-06-21,238.660004,245.619995,237.250000,245.279999,245.279999,15301800
2021-06-22,244.500000,244.630005,241.080002,243.779999,243.779999,10042500
2021-06-23,244.800003,246.869995,243.169998,243.570007,243.570007,9874700
2021-06-24,245.199997,250.740005,243.699997,250.570007,250.570007,13755600
2021-06-25,250.750000,252.300003,248.250000,248.380005,248.380005,9625800
2021-06-28,244.729996,245.080002,238.880005,239.960007,239.960007,18152000
2021-06-29,243.740005,244.369995,235.660004,235.759995,235.759995,16743900
2021-06-30,236.240005,241.169998,236.000000,239.559998,239.559998,12089100
2021-07-01,240.360001,241.800003,238.610001,239.729996,239.729996,9516200
2021-07-02,239.550003,240.110001,233.470001,236.679993,236.679993,15706600
2021-07-06,236.850006,237.169998,233.470001,236.139999,236.139999,11045800
2021-07-07,235.169998,238.009995,230.520004,231.779999,231.779999,11497000
2021-07-08,227.479996,237.470001,226.160004,236.770004,236.770004,17964300
2021-07-09,237.770004,240.380005,236.220001,239.589996,239.589996,12385400
2021-07-12,237.990005,240.770004,236.460007,238.289993,238.289993,9071500
2021-07-13,232.270004,234.490005,228.160004,228.199997,228.199997,21029500
2021-07-14,229.020004,230.520004,224.300003,224.449997,224.449997,12137000
2021-07-15,222.880005,226.669998,220.800003,222.759995,222.759995,12228600
2021-07-16,223.110001,224.000000,217.029999,217.740005,217.740005,12413400
2021-07-19,211.179993,211.550003,204.800003,206.990005,206.990005,24123600
2021-07-20,208.100006,217.369995,206.619995,217.149994,217.149994,17027300
2021-07-21,219.500000,224.089996,218.899994,222.539993,222.539993,11437600
2021-07-22,221.520004,222.250000,218.309998,220.869995,220.869995,9768900
2021-07-23,222.970001,224.630005,220.940002,221.520004,221.520004,9379500
2021-07-26,220.000000,226.119995,219.889999,225.850006,225.850006,8933200
2021-07-27,223.169998,225.699997,220.419998,222.270004,222.270004,8784200
2021-07-28,234.050003,237.490005,231.330002,231.570007,231.570007,19330500
2021-07-29,233.690002,234.820007,231.119995,231.630005,231.630005,8667900
2021-07-30,229.389999,231.179993,225.399994,226.479996,226.479996,9940100
2021-08-02,227.190002,230.470001,224.869995,225.339996,225.339996,8889100
2021-08-03,225.899994,229.100006,221.300003,229.089996,229.089996,7326400
2021-08-04,226.419998,232.350006,225.330002,226.630005,226.630005,9756300
2021-08-05,226.679993,231.539993,226.490005,229.940002,229.940002,8362600
2021-08-06,231.550003,233.570007,230.419998,231.330002,231.330002,6061900
2021-08-09,229.000000,233.570007,226.889999,232.270004,232.270004,8358600
2021-08-10,231.970001,236.850006,231.619995,235.779999,235.779999,9603500
2021-08-11,236.610001,239.589996,234.580002,239.490005,239.490005,9664000
2021-08-12,240.000000,241.149994,236.509995,238.179993,238.179993,6810000
2021-08-13,238.009995,239.690002,234.279999,234.460007,234.460007,6390300
2021-08-16,231.899994,232.029999,227.139999,229.059998,229.059998,7622000
2021-08-17,226.199997,226.240005,219.800003,222.220001,222.220001,13124000
2021-08-18,221.729996,223.649994,218.899994,219.000000,219.000000,9000900
2021-08-19,216.300003,218.300003,211.729996,212.160004,212.160004,11404400
2021-08-20,212.309998,214.740005,210.940002,212.669998,212.669998,9335700
2021-08-23,215.830002,220.179993,215.380005,219.399994,219.399994,10392100
2021-08-24,220.110001,223.100006,219.800003,221.429993,221.429993,8942600
2021-08-25,221.500000,222.300003,219.100006,221.029999,221.029999,6528900
2021-08-26,221.410004,222.899994,215.910004,216.500000,216.500000,8341400
2021-08-27,217.470001,222.429993,216.860001,221.750000,221.750000,7684900
2021-08-30,222.350006,222.369995,217.529999,217.660004,217.660004,7587800
2021-08-31,217.330002,221.330002,217.089996,219.500000,219.500000,6764500
2021-09-01,220.000000,221.759995,217.619995,218.119995,218.119995,7157400
2021-09-02,218.949997,223.839996,218.080002,220.830002,220.830002,8899500
2021-09-03,219.449997,221.179993,217.460007,218.169998,218.169998,6393500
2021-09-07,215.910004,216.710007,212.169998,214.240005,214.240005,13196100
2021-09-08,213.600006,216.080002,210.509995,211.380005,211.380005,8877600
2021-09-09,211.149994,216.610001,210.720001,213.940002,213.940002,9242800
2021-09-10,215.160004,215.889999,210.119995,210.300003,210.300003,6959700
